,Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Year
1986,1987,Sanjin Prcić,BIH,MF,Strasbourg,Ligue 1,24,1993,13,12,"1,053",11.7,2,1,2,0,0,1,0,0.17,0.09,0.26,0.17,0.26,0.5,0.5,1.2,1.8,0.05,0.10,0.15,0.05,0.15,2018
1987,1988,Nicolas de Préville,FRA,FW,Bordeaux,Ligue 1,27,1991,23,14,"1,271",14.1,3,3,3,0,0,5,0,0.21,0.21,0.42,0.21,0.42,2.9,2.9,2.0,4.9,0.21,0.14,0.35,0.21,0.35,2018
1988,1989,Edgar Prib,GER,MF,Hannover 96,Bundesliga,28,1989,4,2,202,2.2,0,1,0,0,0,1,0,0.00,0.45,0.45,0.00,0.45,0.3,0.3,0.3,0.6,0.14,0.15,0.29,0.14,0.29,2018
1989,1990,Alex Pritchard,ENG,MF,Huddersfield,Premier League,25,1993,30,26,"2,081",23.1,2,0,2,0,0,2,0,0.09,0.00,0.09,0.09,0.09,3.3,3.3,1.9,5.3,0.14,0.08,0.23,0.14,0.23,2018
1990,1991,Sebastian Prödl,AUT,DF,Watford,Premier League,31,1987,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
1991,1992,Quincy Promes,NED,DF,Sevilla,La Liga,26,1992,33,15,"1,583",17.6,2,3,2,0,1,2,0,0.11,0.17,0.28,0.11,0.28,3.2,2.3,3.4,5.7,0.18,0.20,0.38,0.13,0.33,2018
1992,1993,Davy Pröpper,NED,MF,Brighton,Premier League,26,1991,30,30,"2,546",28.3,1,1,1,0,0,2,0,0.04,0.04,0.07,0.04,0.07,1.1,1.1,1.3,2.4,0.04,0.05,0.09,0.04,0.09,2018
1993,1994,Silvio Proto,BEL,GK,Lazio,Serie A,35,1983,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
1994,1995,Ivan Provedel,ITA,GK,Empoli,Serie A,24,1994,16,16,"1,440",16.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,2018
1995,1996,Javi Puado,ESP,FW,Espanyol,La Liga,20,1998,15,2,359,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.7,1.3,0.15,0.18,0.32,0.15,0.32,2018
1996,1997,Manuel Pucciarelli,ITA,FW,Chievo,Serie A,27,1991,10,3,302,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,2018
1997,1998,Riqui Puig,ESP,MF,Barcelona,La Liga,18,1999,2,2,156,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.32,0.32,0.00,0.32,2018
1998,1999,Erick Pulgar,CHI,MF,Bologna,Serie A,24,1994,28,27,"2,357",26.2,6,2,1,5,5,6,1,0.23,0.08,0.31,0.04,0.11,4.8,1.0,3.1,4.1,0.18,0.12,0.30,0.04,0.16,2018
1999,2000,Jorge Pulido,ESP,DF,Huesca,La Liga,27,1991,32,32,"2,785",30.9,3,3,3,0,0,9,2,0.10,0.10,0.19,0.10,0.19,1.9,1.9,0.8,2.8,0.06,0.03,0.09,0.06,0.09,2018
2000,2001,Christian Pulisic,USA,FW,Dortmund,Bundesliga,19,1998,20,9,932,10.4,4,4,4,0,0,2,0,0.39,0.39,0.77,0.39,0.77,4.2,4.2,2.0,6.2,0.41,0.19,0.60,0.41,0.60,2018
2001,2002,Jason Puncheon,ENG,MF,Crystal Palace,Premier League,32,1986,5,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
2002,2003,Jason Puncheon,ENG,MF,Huddersfield,Premier League,32,1986,6,5,382,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.5,1.2,0.15,0.13,0.27,0.15,0.27,2018
2003,2004,Ignacio Pussetto,ARG,FW,Udinese,Serie A,22,1995,35,24,"2,178",24.2,4,4,4,0,0,8,0,0.17,0.17,0.33,0.17,0.33,5.3,5.3,2.1,7.3,0.22,0.09,0.30,0.22,0.30,2018
2004,2005,Fabio Quagliarella,ITA,FW,Sampdoria,Serie A,35,1983,37,37,"3,199",35.5,26,8,17,9,10,1,0,0.73,0.23,0.96,0.48,0.70,21.4,13.9,4.2,18.1,0.60,0.12,0.72,0.39,0.51,2018
2005,2006,Robin Quaison,SWE,FW,Mainz 05,Bundesliga,24,1993,28,25,"2,194",24.4,7,3,7,0,0,1,0,0.29,0.12,0.41,0.29,0.41,7.9,7.9,1.9,9.9,0.33,0.08,0.40,0.33,0.40,2018
2006,2007,Collin Quaner,GER,FW,Huddersfield,Premier League,27,1991,2,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.13,0.13,0.00,0.13,2018
2007,2008,Domingos Quina,POR,MF,Watford,Premier League,18,1999,8,3,338,3.8,1,0,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,0.2,0.2,0.2,0.4,0.06,0.04,0.10,0.06,0.10,2018
2008,2009,Xavi Quintillà,ESP,DF,Villarreal,La Liga,21,1996,7,7,627,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.02,0.05,0.07,0.02,0.07,2018
2009,2010,Dani Raba,ESP,MF,Villarreal,La Liga,22,1995,8,2,191,2.1,0,1,0,0,0,0,0,0.00,0.47,0.47,0.00,0.47,0.1,0.1,0.7,0.8,0.06,0.34,0.40,0.06,0.40,2018
2010,2011,Adrien Rabiot,FRA,MF,Paris S-G,Ligue 1,23,1995,14,12,"1,063",11.8,2,1,2,0,0,3,0,0.17,0.08,0.25,0.17,0.25,1.2,1.2,0.4,1.7,0.10,0.04,0.14,0.10,0.14,2018
2011,2012,Nemanja Radonjić,SRB,FW,Marseille,Ligue 1,22,1996,17,7,681,7.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.1,1.6,0.20,0.02,0.21,0.20,0.21,2018
2012,2013,Ivan Radovanović,SRB,MF,Genoa,Serie A,29,1988,16,15,"1,278",14.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.03,0.01,0.04,0.03,0.04,2018
2013,2014,Ivan Radovanović,SRB,MF,Chievo,Serie A,29,1988,19,19,"1,706",19.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.4,1.0,0.03,0.02,0.05,0.03,0.05,2018
2014,2015,Ionuț Radu,ROU,GK,Genoa,Serie A,21,1997,33,33,"2,970",33.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.02,0.02,0.00,0.02,2018
2015,2016,Ștefan Radu,ROU,DF,Lazio,Serie A,31,1986,28,28,"2,243",24.9,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,0.5,0.5,0.5,1.1,0.02,0.02,0.04,0.02,0.04,2018
2016,2017,Rafael,BRA,DF,Lyon,Ligue 1,28,1990,18,11,"1,023",11.4,0,1,0,0,0,4,1,0.00,0.09,0.09,0.00,0.09,0.1,0.1,1.1,1.2,0.01,0.10,0.10,0.01,0.10,2018
2017,2018,Raffael,BRA,FW,M'Gladbach,Bundesliga,33,1985,13,5,543,6.0,2,1,2,0,0,0,0,0.33,0.17,0.50,0.33,0.50,1.9,1.9,1.4,3.4,0.32,0.24,0.56,0.32,0.56,2018
2018,2019,Rafinha,BRA,FW,Barcelona,La Liga,25,1993,5,3,223,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.06,0.02,0.08,0.06,0.08,2018
2019,2020,Rafinha,BRA,DF,Bayern Munich,Bundesliga,32,1985,16,9,901,10.0,1,1,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,0.2,0.2,0.4,0.5,0.02,0.04,0.05,0.02,0.05,2018
2020,2021,Andrea Raggi,ITA,DF,Monaco,Ligue 1,34,1984,6,6,494,5.5,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.06,0.07,0.01,0.07,2018
2021,2022,Baba Rahman,GHA,DF,Reims,Ligue 1,24,1994,11,11,964,10.7,1,1,1,0,0,3,0,0.09,0.09,0.19,0.09,0.19,0.3,0.3,0.4,0.6,0.03,0.03,0.06,0.03,0.06,2018
2022,2023,Baba Rahman,GHA,DF,Schalke 04,Bundesliga,24,1994,2,2,162,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.02,0.09,0.11,0.02,0.11,2018
2023,2024,Ivan Rakitić,CRO,MF,Barcelona,La Liga,30,1988,34,29,"2,643",29.4,3,5,3,0,0,7,1,0.10,0.17,0.27,0.10,0.27,2.3,2.3,2.3,4.6,0.08,0.08,0.16,0.08,0.16,2018
2024,2025,Joe Ralls,ENG,MF,Cardiff City,Premier League,24,1993,28,22,"1,959",21.8,0,0,0,0,1,4,1,0.00,0.00,0.00,0.00,0.00,1.5,0.7,2.0,2.7,0.07,0.09,0.16,0.03,0.13,2018
2025,2026,Jonás Ramalho,ESP,DF,Girona,La Liga,25,1993,22,18,"1,619",18.0,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,0.5,0.5,0.1,0.5,0.03,0.00,0.03,0.03,0.03,2018
2026,2027,Benito Raman,BEL,MF,Düsseldorf,Bundesliga,23,1994,30,19,"1,681",18.7,10,4,10,0,0,1,0,0.54,0.21,0.75,0.54,0.75,7.6,7.6,2.9,10.5,0.41,0.16,0.56,0.41,0.56,2018
2027,2028,Adil Rami,FRA,DF,Marseille,Ligue 1,32,1985,16,16,"1,412",15.7,1,1,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13,1.0,1.0,0.2,1.2,0.06,0.01,0.07,0.06,0.07,2018
2028,2029,Gastón Ramírez,URU,MF,Sampdoria,Serie A,27,1990,27,19,"1,578",17.5,4,4,4,0,0,7,1,0.23,0.23,0.46,0.23,0.46,2.6,2.6,3.9,6.6,0.15,0.22,0.37,0.15,0.37,2018
2029,2030,Sandro Ramírez,ESP,FW,Real Sociedad,La Liga,23,1995,24,10,"1,055",11.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,2.5,2.5,1.3,3.8,0.21,0.11,0.32,0.21,0.32,2018
2030,2031,Iván Ramis,ESP,DF,Eibar,La Liga,33,1984,21,20,"1,677",18.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.8,0.04,0.00,0.04,0.04,0.04,2018
2031,2032,Chris Ramos,ESP,FW,Valladolid,La Liga,21,1997,1,1,63,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.00,0.07,0.07,0.07,2018
2032,2033,Sergio Ramos,ESP,DF,Real Madrid,La Liga,32,1986,28,28,"2,474",27.5,6,1,1,5,5,7,1,0.22,0.04,0.25,0.04,0.07,6.9,3.1,0.8,3.9,0.25,0.03,0.28,0.11,0.14,2018
2033,2034,Aaron Ramsey,WAL,MF,Arsenal,Premier League,27,1990,28,14,"1,331",14.8,4,6,4,0,0,0,0,0.27,0.41,0.68,0.27,0.68,3.3,3.3,2.3,5.7,0.23,0.16,0.38,0.23,0.38,2018
2034,2035,Kayne Ramsey,ENG,DF,Southampton,Premier League,17,2000,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
2035,2036,Andrea Ranocchia,ITA,DF,Inter,Serie A,30,1988,4,0,62,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.18,0.00,0.18,0.18,0.18,2018
2036,2037,Marcus Rashford,ENG,FW,Manchester Utd,Premier League,20,1997,33,26,"2,334",25.9,10,6,10,0,0,3,1,0.39,0.23,0.62,0.39,0.62,9.0,9.0,4.2,13.2,0.35,0.16,0.51,0.35,0.51,2018
2037,2038,Milot Rashica,KVX,FW,Werder Bremen,Bundesliga,22,1996,26,19,"1,550",17.2,9,5,8,1,1,1,0,0.52,0.29,0.81,0.46,0.75,7.0,6.2,3.8,10.0,0.40,0.22,0.63,0.36,0.58,2018
2038,2039,Jacob Rasmussen,DEN,DF,Empoli,Serie A,21,1997,14,10,"1,016",11.3,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,0.1,0.3,0.02,0.01,0.03,0.02,0.03,2018
2039,2040,Giacomo Raspadori,ITA,DF,Sassuolo,Serie A,18,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
2040,2041,Yoric Ravet,FRA,MF,Freiburg,Bundesliga,28,1989,4,0,75,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.06,0.08,0.14,0.06,0.14,2018
2041,2042,Tim Ream,USA,DF,Fulham,Premier League,30,1987,26,25,"2,047",22.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,2018
2042,2043,Ante Rebić,CRO,FW,Eint Frankfurt,Bundesliga,24,1993,28,23,"1,978",22.0,9,4,9,0,0,4,1,0.41,0.18,0.59,0.41,0.59,9.2,9.2,5.2,14.4,0.42,0.24,0.66,0.42,0.66,2018
2043,2044,Pedro Rebocho,POR,DF,Guingamp,Ligue 1,23,1995,36,36,"3,240",36.0,0,8,0,0,0,4,0,0.00,0.22,0.22,0.00,0.22,0.8,0.8,5.7,6.5,0.02,0.16,0.18,0.02,0.18,2018
2044,2045,Arkadiusz Reca,POL,DF,Atalanta,Serie A,23,1995,3,0,49,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.47,0.47,0.00,0.47,2018
2045,2046,Recio,ESP,MF,Leganés,La Liga,27,1991,18,15,"1,285",14.3,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.03,0.01,0.04,0.03,0.04,2018
2046,2047,Nathan Redmond,ENG,FW,Southampton,Premier League,24,1994,38,36,"3,270",36.3,6,4,6,0,0,3,0,0.17,0.11,0.28,0.17,0.28,6.7,6.7,5.6,12.2,0.18,0.15,0.34,0.18,0.34,2018
2047,2048,Vasco Regini,ITA,DF,SPAL,Serie A,27,1990,4,1,81,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
2048,2049,Sergio Reguilón,ESP,DF,Real Madrid,La Liga,21,1996,14,13,"1,119",12.4,0,2,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,0.3,0.3,1.5,1.7,0.02,0.12,0.14,0.02,0.14,2018
2049,2050,Bobby Reid,JAM,MF,Cardiff City,Premier League,25,1993,27,16,"1,424",15.8,5,2,4,1,1,0,0,0.32,0.13,0.44,0.25,0.38,4.4,3.7,1.1,4.8,0.28,0.07,0.35,0.23,0.30,2018
2050,2051,Pepe Reina,ESP,GK,Milan,Serie A,35,1982,4,2,330,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
2051,2052,Jeff Reine-Adélaïde,FRA,FW,Angers,Ligue 1,20,1998,35,29,"2,556",28.4,3,3,3,0,1,2,0,0.11,0.11,0.21,0.11,0.21,4.5,3.8,2.7,6.5,0.16,0.09,0.25,0.13,0.23,2018
2052,2053,Karim Rekik,NED,DF,Hertha BSC,Bundesliga,23,1994,24,24,"2,068",23.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.7,0.03,0.00,0.03,0.03,0.03,2018
2053,2054,Loïc Rémy,FRA,FW,Lille,Ligue 1,31,1987,26,14,"1,204",13.4,7,2,6,1,2,3,0,0.52,0.15,0.67,0.45,0.60,6.2,4.7,1.0,5.7,0.47,0.07,0.54,0.35,0.43,2018
2054,2055,Michael Rensing,GER,GK,Düsseldorf,Bundesliga,34,1984,32,32,"2,880",32.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
2055,2056,Marco Reus,GER,MF,Dortmund,Bundesliga,29,1989,27,27,"2,316",25.7,17,8,14,3,3,3,1,0.66,0.31,0.97,0.54,0.85,14.1,11.8,8.0,19.8,0.55,0.31,0.86,0.46,0.77,2018
2056,2057,Elvis Rexhbeçaj,GER,MF,Wolfsburg,Bundesliga,20,1997,24,13,"1,144",12.7,2,2,2,0,0,4,0,0.16,0.16,0.31,0.16,0.31,0.7,0.7,1.1,1.8,0.06,0.09,0.14,0.06,0.14,2018
2057,2058,Diego Reyes,MEX,DF,Leganés,La Liga,25,1992,6,4,320,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.03,0.04,0.01,0.04,2018
2058,2059,Baptiste Reynet,FRA,GK,Toulouse,Ligue 1,27,1990,31,31,"2,704",30.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,2018
2059,2060,Simon Rhein,GER,MF,Nürnberg,Bundesliga,20,1998,8,7,494,5.5,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,2018
2060,2061,Franck Ribéry,FRA,FW,Bayern Munich,Bundesliga,35,1983,25,10,"1,174",13.0,6,3,6,0,0,3,0,0.46,0.23,0.69,0.46,0.69,3.3,3.3,2.3,5.6,0.25,0.18,0.43,0.25,0.43,2018
2061,2062,Declan Rice,ENG,MF,West Ham,Premier League,19,1999,34,34,"3,003",33.4,2,0,2,0,0,4,0,0.06,0.00,0.06,0.06,0.06,1.1,1.1,0.4,1.6,0.03,0.01,0.05,0.03,0.05,2018
2062,2063,Jazz Richards,WAL,DF,Cardiff City,Premier League,27,1991,4,0,132,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
2063,2064,Richarlison,BRA,FW,Everton,Premier League,21,1997,35,32,"2,665",29.6,13,1,13,0,0,5,1,0.44,0.03,0.47,0.44,0.47,8.5,8.5,1.5,10.0,0.29,0.05,0.34,0.29,0.34,2018
2064,2065,Marco Richter,GER,FW,Augsburg,Bundesliga,20,1997,25,17,"1,426",15.8,4,6,4,0,0,4,0,0.25,0.38,0.63,0.25,0.63,3.4,3.4,2.7,6.1,0.22,0.17,0.39,0.22,0.39,2018
2065,2066,Diego Rico,ESP,DF,Bournemouth,Premier League,25,1993,12,5,612,6.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.1,1.3,0.03,0.16,0.19,0.03,0.19,2018
2066,2067,Mikel Rico,ESP,MF,Athletic Club,La Liga,33,1984,4,3,242,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.14,0.00,0.15,0.14,0.15,2018
2067,2068,Sergio Rico,ESP,GK,Fulham,Premier League,24,1993,29,29,"2,610",29.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,2018
2068,2069,Asier Riesgo,ESP,GK,Eibar,La Liga,34,1983,14,14,"1,260",14.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
2069,2070,Sascha Riether,GER,DF,Schalke 04,Bundesliga,35,1983,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
2070,2071,Emiliano Rigoni,ARG,FW,Atalanta,Serie A,25,1993,12,6,522,5.8,3,0,3,0,0,1,0,0.52,0.00,0.52,0.52,0.52,1.8,1.8,0.4,2.2,0.30,0.07,0.37,0.30,0.37,2018
2071,2072,Luca Rigoni,ITA,MF,Parma,Serie A,33,1984,23,20,"1,761",19.6,2,1,2,0,0,5,0,0.10,0.05,0.15,0.10,0.15,3.2,3.2,0.7,3.9,0.16,0.04,0.20,0.16,0.20,2018
2072,2073,Nicola Rigoni,ITA,MF,Chievo,Serie A,27,1990,24,23,"1,951",21.7,0,1,0,0,0,9,1,0.00,0.05,0.05,0.00,0.05,1.6,1.6,0.4,2.0,0.08,0.02,0.09,0.08,0.09,2018
2073,2074,Kévin Rimane,GUF,MF,Paris S-G,Ligue 1,27,1991,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
2074,2075,Tomás Rincón,VEN,MF,Torino,Serie A,30,1988,34,32,"2,799",31.1,3,1,3,0,0,15,0,0.10,0.03,0.13,0.10,0.13,1.5,1.5,1.5,3.0,0.05,0.05,0.10,0.05,0.10,2018
2075,2076,Renaud Ripart,FRA,FW,Nîmes,Ligue 1,25,1993,38,34,"3,006",33.4,8,4,8,0,0,2,0,0.24,0.12,0.36,0.24,0.36,5.9,5.9,3.3,9.2,0.18,0.10,0.27,0.18,0.27,2018
2076,2077,Mihailo Ristić,SRB,DF,Montpellier,Ligue 1,22,1995,10,3,326,3.6,1,0,1,0,0,0,0,0.28,0.00,0.28,0.28,0.28,0.9,0.9,0.1,1.0,0.26,0.02,0.28,0.26,0.28,2018
2077,2078,Matt Ritchie,SCO,DF,Newcastle Utd,Premier League,28,1989,36,35,"2,928",32.5,2,8,1,1,2,9,0,0.06,0.25,0.31,0.03,0.28,4.7,3.1,5.1,8.3,0.14,0.16,0.30,0.10,0.25,2018
2078,2079,Cristian Rivera,ESP,MF,Huesca,La Liga,21,1997,22,19,"1,692",18.8,2,0,2,0,0,2,0,0.11,0.00,0.11,0.11,0.11,1.1,1.1,0.7,1.8,0.06,0.04,0.09,0.06,0.09,2018
2079,2080,Arjen Robben,NED,FW,Bayern Munich,Bundesliga,34,1984,12,7,567,6.3,4,0,4,0,0,1,1,0.63,0.00,0.63,0.63,0.63,3.2,3.2,2.1,5.3,0.52,0.33,0.84,0.52,0.84,2018
2080,2081,Rober,ESP,DF,Levante,La Liga,23,1995,33,32,"2,854",31.7,1,0,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,0.9,0.9,0.4,1.3,0.03,0.01,0.04,0.03,0.04,2018
2081,2082,Sergi Roberto,ESP,DF,Barcelona,La Liga,26,1992,29,23,"2,088",23.2,0,7,0,0,0,3,0,0.00,0.30,0.30,0.00,0.30,0.6,0.6,3.4,4.0,0.03,0.15,0.17,0.03,0.17,2018
2082,2083,Patrick Roberts,ENG,FW,Girona,La Liga,21,1997,19,6,601,6.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.5,1.3,0.12,0.07,0.19,0.12,0.19,2018
2083,2084,Andrew Robertson,SCO,DF,Liverpool,Premier League,24,1994,36,36,"3,216",35.7,0,11,0,0,0,4,0,0.00,0.31,0.31,0.00,0.31,0.9,0.9,7.1,8.1,0.03,0.20,0.23,0.03,0.23,2018
2084,2085,Joel Robles,ESP,GK,Betis,La Liga,28,1990,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
2085,2086,Marc Roca,ESP,MF,Espanyol,La Liga,21,1996,35,35,"3,112",34.6,1,2,1,0,0,9,0,0.03,0.06,0.09,0.03,0.09,1.2,1.2,2.8,4.0,0.04,0.08,0.12,0.04,0.12,2018
2086,2087,Christopher Rocchia,FRA,DF,Marseille,Ligue 1,20,1998,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
2087,2088,Kenny Rocha Santos,CPV,DF,Saint-Étienne,Ligue 1,18,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,2018
2088,2089,Rubén Rochina,ESP,MF,Levante,La Liga,27,1991,27,23,"1,800",20.0,4,5,4,0,0,13,2,0.20,0.25,0.45,0.20,0.45,2.3,2.3,4.6,6.9,0.12,0.23,0.34,0.12,0.34,2018
2089,2090,Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,27,1990,12,12,923,10.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.9,1.2,0.03,0.09,0.12,0.03,0.12,2018
2090,2091,Ronny Rodelin,FRA,MF,Guingamp,Ligue 1,28,1989,17,8,788,8.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.7,2.2,0.18,0.08,0.26,0.18,0.26,2018
2091,2092,Rodri,ESP,MF,Atlético Madrid,La Liga,22,1996,34,32,"2,735",30.4,3,1,3,0,0,5,0,0.10,0.03,0.13,0.10,0.13,2.5,2.5,0.9,3.5,0.08,0.03,0.11,0.08,0.11,2018
2092,2093,Rodrigo,ESP,FW,Valencia,La Liga,27,1991,33,29,"2,528",28.1,8,6,8,0,1,5,1,0.28,0.21,0.50,0.28,0.50,13.4,12.7,3.7,16.3,0.48,0.13,0.61,0.45,0.58,2018
2093,2094,Kévin Rodrigues,POR,DF,Real Sociedad,La Liga,24,1994,7,5,484,5.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.6,0.01,0.11,0.12,0.01,0.12,2018
2094,2095,Alejandro Rodríguez,ESP,FW,Empoli,Serie A,27,1991,1,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,1.60,0.00,1.60,1.60,1.60,2018
2095,2096,Ángel Rodríguez,ESP,FW,Getafe,La Liga,31,1987,37,20,"1,819",20.2,8,3,8,0,0,4,0,0.40,0.15,0.54,0.40,0.54,8.0,8.0,3.2,11.3,0.40,0.16,0.56,0.40,0.56,2018
2096,2097,Óscar Rodríguez Arnaiz,ESP,MF,Leganés,La Liga,20,1998,31,29,"2,504",27.8,4,3,4,0,0,6,0,0.14,0.11,0.25,0.14,0.25,3.7,3.7,3.6,7.3,0.13,0.13,0.26,0.13,0.26,2018
2097,2098,James Rodríguez,COL,MF,Bayern Munich,Bundesliga,27,1991,20,13,"1,138",12.6,7,3,7,0,0,2,0,0.55,0.24,0.79,0.55,0.79,5.1,5.1,4.7,9.8,0.40,0.37,0.78,0.40,0.78,2018
